대여소번호,대여소명,자치구,상세주소,위도,경도,설치시기,LCD,QR,운영방식,자전거수,연도,월,일,요일
1513.0,강북구청 뒷편,강북구,서울특별시 강북구 도봉로89길 13 수유동 192-59,37.63967133,127.02519989,2017-06-22 13:18:14.000,20.0,,LCD,20,2017,6,22,3
1514.0,강북구청 사거리 버스정류소 앞,강북구,서울특별시 강북구 한천로 1009 강북구청 사거리 버스정류소,37.63880539,127.02835846,2017-05-11 09:29:29.000,10.0,,LCD,10,2017,5,11,3
1515.0,송천동 주민센터,강북구,서울특별시 강북구 솔샘로 284 송천동 주민센터,37.61828613,127.02404785,2017-05-11 09:31:00.000,10.0,,LCD,10,2017,5,11,3
1516.0,우이초등학교 후문 옆,강북구,서울특별시 강북구 수유동 409-131,37.63858795,127.01590729,2017-05-11 09:35:11.000,10.0,,LCD,10,2017,5,11,3
1518.0,수유2동은행빌딩 앞,강북구,서울특별시 강북구 삼양로 439 SK telecom(수유직영점),37.64308548,127.01616669,2017-05-11 09:37:52.000,10.0,,LCD,10,2017,5,11,3
1519.0,장미원시장 건너편,강북구,서울특별시 강북구 삼양로 474 수유동 317-3,37.64545059,127.01561737,2017-05-11 09:33:54.000,10.0,,LCD,10,2017,5,11,3
1520.0,수유중앙시장,강북구,서울특별시 강북구 노해로 50 수유동 140,37.63986206,127.022789,2017-05-11 09:32:10.000,10.0,7.0,QR,17,2017,5,11,3
1525.0,미아동 복합청사,강북구,서울특별시 강북구 솔매로49길 14 미아동 195-1,37.62714005,127.02669525,2017-05-11 09:30:09.000,10.0,,LCD,10,2017,5,11,3
1526.0,강북종합시장 앞,강북구,서울특별시 강북구 수유동 140 수유동 채선당앞,37.64173889,127.02462769,2017-11-01 16:00:00.000,8.0,,LCD,8,2017,11,1,2
1527.0,미아역 1번 출구 뒤,강북구,서울특별시 강북구 미아동 194-1 미아역 1번 출구 뒤,37.62733459,127.02605438,2017-11-01 16:00:00.000,10.0,,LCD,10,2017,11,1,2
1528.0,삼각산동 주민센터,강북구,서울특별시 미아동 813-8 삼각산동 주민센터,37.61503601,127.02069855,2017-11-01 16:00:00.000,10.0,,LCD,10,2017,11,1,2
1529.0,미아동 한국전력공사,강북구,서울특별시 미아동 194-1 미아동 한국전력공사,37.63018036,127.02490997,2017-11-01 16:00:00.000,15.0,,LCD,15,2017,11,1,2
1530.0,광산사거리,강북구,서울특별시 강북구 노해로 87 광산사거리,37.64355087,127.0223465,2017-11-01 16:00:00.000,13.0,,LCD,13,2017,11,1,2
1531.0,미아사거리 1번 출구,강북구,서울특별시 강북구 미아동 66-1 미아사거리 1번 출구,37.61395645,127.03025055,2017-11-01 16:00:00.000,10.0,,LCD,10,2017,11,1,2
1532.0,번3동 주민센터 교차로,강북구,서울특별시 강북구 번동 2-2 번3동 주민센터 교차로,37.62635422,127.0474472,2017-11-01 16:00:00.000,10.0,,LCD,10,2017,11,1,2
1533.0,"번동 주공3, 4단지 교차로",강북구,"서울특별시 강북구 번동 254 번동 주공3, 4단지 교차로",37.62991714,127.04091644,2017-11-01 16:00:00.000,10.0,,LCD,10,2017,11,1,2
1535.0,효성인텔리안 앞,강북구,서울특별시 수유동 230-7 효성인텔리안 앞,37.6362915,127.02337646,2017-11-01 16:00:00.000,10.0,,LCD,10,2017,11,1,2
1536.0,번동 두산위브 101동 옆,강북구,서울특별시 번동 386-17 번동 두산위브 101동 옆,37.63626099,127.03217316,2017-11-01 16:00:00.000,20.0,,LCD,20,2017,11,1,2
1537.0,북한산 우이역,강북구,서울특별시 강북구 삼양로 670 북한산 우이역,37.66366577,127.01242828,2018-02-26 11:20:17.000,10.0,,LCD,10,2018,2,26,0
1538.0,솔밭공원역,강북구,서울특별시 강북구 삼양로 595 솔밭공원역,37.65615845,127.01313782,2018-02-26 11:21:23.000,8.0,,LCD,8,2018,2,26,0
1539.0,4.19민주묘지역,강북구,서울특별시 강북구 삼양로 519 4.19민주묘지역,37.64967346,127.01345062,2018-02-26 11:22:45.000,10.0,,LCD,10,2018,2,26,0
1540.0,가오리역,강북구,서울특별시 강북구 삼양로 426 가오리역,37.64167023,127.01688385,2018-02-26 11:23:39.000,8.0,,LCD,8,2018,2,26,0
1541.0,삼양역,강북구,서울특별시 강북구 삼양로 263 삼양역,37.62652969,127.01805878,2018-02-26 11:26:36.000,10.0,,LCD,10,2018,2,26,0
1542.0,삼양사거리역,강북구,서울특별시 강북구 삼양로 197 삼양사거리역,37.62155151,127.02037048,2018-02-26 11:27:49.000,10.0,,LCD,10,2018,2,26,0
1543.0,수유1동 주민센터,강북구,서울특별시 강북구 삼양로 299 수유1동 주민센터,37.63018799,127.01773834,2018-02-26 12:06:18.000,10.0,,LCD,10,2018,2,26,0
1546.0,송천동우체국,강북구,서울특별시 강북구 도봉로 71 송천동우체국,37.61545944,127.02970123,2018-10-25 00:00:00.000,10.0,,LCD,10,2018,10,25,3
1547.0,꿈의숲 롯데캐슬,강북구,서울특별시 강북구 오현로 56 꿈의숲 롯데캐슬 111동 인근,37.61775208,127.03570557,2018-12-14 00:00:00.000,10.0,,LCD,10,2018,12,14,4
1548.0,북서울 꿈의숲 서문,강북구,서울특별시 강북구 월계로 173 북서울 꿈의숲 서문,37.62268829,127.03781128,2018-12-14 00:00:00.000,15.0,,LCD,15,2018,12,14,4
1550.0,삼각산아이원아파트(105동 옆),강북구,서울특별시 강북구 삼양로19길 113 삼각산아이원아파트,37.61522293,127.01850891,2020-07-21 00:00:00.000,,10.0,QR,10,2020,7,21,1
1551.0,4.19탑 앞,강북구,서울특별시 강북구 수유동 567-55,37.64686203,127.00881195,2020-03-25 00:00:00.000,,8.0,QR,8,2020,3,25,2
1552.0,강북구청사거리,강북구,서울특별시 강북구 도봉로 358 코스타타워,37.63920212,127.02723694,2020-03-25 00:00:00.000,,8.0,QR,8,2020,3,25,2
1553.0,서울북부고용노동지청,강북구,서울특별시 강북구 덕릉로 176 예수그리스도 후기성도교회,37.63520432,127.03396606,2020-03-26 00:00:00.000,,15.0,QR,15,2020,3,26,3
1554.0,번동사거리,강북구,서울특별시 강북구 번동 430-76,37.63539124,127.03455353,2020-03-25 00:00:00.000,,10.0,QR,10,2020,3,25,2
1557.0,신창교,강북구,서울특별시 강북구 번동 612-3,37.63238144,127.03930664,2020-03-27 00:00:00.000,,10.0,QR,10,2020,3,27,4
1558.0,강북문화정보도서관,강북구,서울특별시 강북구 번동 139-5,37.62552643,127.037323,2020-03-26 00:00:00.000,,10.0,QR,10,2020,3,26,3
1560.0,도봉세무서 앞,강북구,서울특별시 강북구 도봉로 117 도봉세무서,37.6198082,127.02852631,2020-03-27 00:00:00.000,,10.0,QR,10,2020,3,27,4
1564.0,4.19민주묘지역 1번출구,강북구,서울특별시 강북구 삼양로 522,37.64959717,127.01384735,2020-03-25 00:00:00.000,,7.0,QR,7,2020,3,25,2
1565.0,수유사거리,강북구,서울특별시 강북구 수유동 45-33,37.63561249,127.022995,2020-03-25 00:00:00.000,,15.0,QR,15,2020,3,25,2
1568.0,4.19민주묘지 입구사거리,강북구,서울특별시 강북구 삼양로 504 광리빌딩,37.64793396,127.01457214,2020-03-25 00:00:00.000,,10.0,QR,10,2020,3,25,2
1569.0,수유역2번출구,강북구,서울특별시 강북구 도봉로 342,37.63796997,127.02590179,2020-03-28 00:00:00.000,,10.0,QR,10,2020,3,28,5
1571.0,북서울 꿈의 숲 입구,강북구,서울특별시 강북구 오현로20길 46,37.62673187,127.03877258,2020-05-08 00:00:00.000,,10.0,QR,10,2020,5,8,4
1572.0,우이동 먹거리마을,강북구,서울특별시 강북구 우이동 207-14,37.66446304,127.01184082,2020-05-08 00:00:00.000,,10.0,QR,10,2020,5,8,4
1573.0,현대성우아파트 옆,강북구,서울특별시 강북구 삼양로24길 19 현대성우아파트,37.61666489,127.02210999,2020-05-05 00:00:00.000,,10.0,QR,10,2020,5,5,1
1574.0,송중초등학교 옆,강북구,서울특별시 강북구 미아동 98-5,37.61669922,127.03049469,2020-05-05 00:00:00.000,,8.0,QR,8,2020,5,5,1
3703.0,삼양입구삼거리,강북구,서울특별시 강북구 솔샘로 326 대한예수교장로회 신성교회,37.61708832,127.02809906,2020-11-04 00:00:00.000,,10.0,QR,10,2020,11,4,2
3707.0,드래곤타워 앞,강북구,서울특별시 강북구 도봉로 348-1 구두수선대-15,37.63713455,127.0313797,2020-11-04 00:00:00.000,,10.0,QR,10,2020,11,4,2
3714.0,송천센트레빌,강북구,서울특별시 강북구 미아동 461-4,37.61220932,127.02497864,2020-11-04 00:00:00.000,,10.0,QR,10,2020,11,4,2
3718.0,번동3단지 버스정류장,강북구,서울특별시 강북구 서울 강북구 번동 255도,37.628685,127.04390717,2021-01-27 00:00:00.000,,11.0,QR,11,2021,1,27,2
3720.0,우이천 창번교,강북구,서울특별시 강북구 번동 655-8,37.63536072,127.03767395,2022-10-11 00:00:00.000,,5.0,QR,5,2022,10,11,1
3724.0,삼양동주민센터 앞,강북구,강북구 솔매로69,37.62491226,127.01979065,2022-12-08 00:00:00.000,,20.0,QR,20,2022,12,8,3
3725.0,강북 청소년 문화정보도서관 앞,강북구,강북구 삼양로54길 68,37.62302017,127.02186584,2022-12-22 00:00:00.000,,5.0,QR,5,2022,12,22,3
3726.0,삼양동사거리,강북구,강북구 삼양로 163-1,37.61792755,127.0213623,2023-05-17 00:00:00.000,,6.0,QR,6,2023,5,17,2
1702.0,녹천역 1번출구 앞,도봉구,서울특별시 도봉구 창동 426-6,37.64582062,127.05042267,2017-05-08 15:32:00.000,10.0,,LCD,10,2017,5,8,0
1703.0,도봉산광역환승센터앞,도봉구,서울특별시 도봉구 도봉로 955 도봉동 637-1,37.68972015,127.04519653,2017-05-11 11:04:08.000,10.0,,LCD,10,2017,5,11,3
1705.0,도봉구청 정문앞,도봉구,서울특별시 도봉구 마들로 656 방학동 720,37.66922379,127.04651642,2017-05-08 15:32:44.000,8.0,,LCD,8,2017,5,8,0
1706.0,방학동우체국 건너편,도봉구,서울특별시 도봉구 도봉로 683 방학동 726-92,37.66566467,127.0426712,2017-06-27 15:16:11.000,10.0,,LCD,10,2017,6,27,1
1707.0,도봉구민회관,도봉구,서울특별시 도봉구 도봉로 552 창동 723-11,37.65446091,127.03851318,2017-05-08 15:33:38.000,20.0,,LCD,20,2017,5,8,0
1708.0,도봉보건소사거리,도봉구,서울특별시 도봉구 해등로 150 창동 723-10,37.65682983,127.03984833,2017-05-11 11:05:47.000,7.0,,LCD,7,2017,5,11,3
1709.0,쌍문역4번출구 주변,도봉구,서울특별시 도봉구 도봉로 지하 486-1 쌍문동 83-5,37.65012741,127.03534698,2017-05-08 15:34:25.000,17.0,,LCD,17,2017,5,8,0
1713.0,쌍문동 이안아파트 앞,도봉구,서울특별시 도봉구 쌍문동 315-488,37.65165329,127.02848816,2019-07-01 00:00:00.000,10.0,,LCD,10,2019,7,1,0
1714.0,도봉문화정보도서관 삼거리,도봉구,서울특별시 도봉구 덕릉로 315 도봉문화정보도서관 삼거리,37.64463043,127.04460907,2017-11-01 16:00:00.000,10.0,,LCD,10,2017,11,1,2
1715.0,서울특별시교육청도봉도서관,도봉구,서울특별시 도봉구 삼양로556 서울특별시교육청도봉도서관,37.65317917,127.01278687,2017-11-01 16:00:00.000,20.0,,LCD,20,2017,11,1,2
1716.0,창동역 1번출구 건너편,도봉구,서울특별시 도봉구 마들로11길 20 하나로마트 창동점,37.65420151,127.05072784,2017-11-01 16:00:00.000,10.0,,LCD,10,2017,11,1,2
1717.0,시립창동운동장 입구,도봉구,서울특별시 도봉구 창동 1-24 시립창동운동장 입구,37.65570831,127.05010223,2017-11-01 16:00:00.000,10.0,,LCD,10,2017,11,1,2
1719.0,신도봉사거리 버스정류장,도봉구,서울특별시 도봉구 도봉로 771 신도봉사거리 버스정류장,37.67328262,127.04399109,2017-11-01 16:00:00.000,10.0,,LCD,10,2017,11,1,2
1720.0,도봉구청 옆(중랑천변),도봉구,서울특별시 도봉구 마들로 656 도봉구청 옆(중랑천변),37.66867065,127.04798126,2017-11-01 16:00:00.000,27.0,,LCD,27,2017,11,1,2
1721.0,창동역 2번출구,도봉구,서울특별시 창동 74-2 창동역 2번출구,37.65301514,127.04699707,2017-11-01 16:00:00.000,12.0,,LCD,12,2017,11,1,2
1722.0,창동청소년수련관,도봉구,서울특별시 도봉구 노해로69길 132 창동청소년수련관,37.65779877,127.05004883,2017-11-28 11:30:39.000,15.0,,LCD,15,2017,11,28,1
1723.0,방학동학마을도서관,도봉구,서울특별시 도봉구 시루봉로 128 방학동학마을도서관,37.66207886,127.02771759,2017-11-28 11:31:14.000,10.0,,LCD,10,2017,11,28,1
1725.0,창1동주민센터,도봉구,서울특별시 도봉구 해등로 46 창1동주민센터,37.6475029,127.04331207,2017-11-28 11:32:55.000,10.0,,LCD,10,2017,11,28,1
1726.0,삼익세라믹아파트교차로,도봉구,서울특별시 도봉구 해등로 189 삼익세라믹아파트,37.65858841,127.03520966,2017-11-28 11:34:26.000,8.0,,LCD,8,2017,11,28,1
1727.0,서울도봉초등학교인근,도봉구,서울특별시 도봉구 도봉로173길 96 서울도봉초등학교인근,37.67867661,127.04076385,2017-11-28 11:35:24.000,15.0,,LCD,15,2017,11,28,1
1728.0,서울북부지방법원,도봉구,서울특별시 도봉구 마들로 749 서울북부지방법원,37.67771912,127.04681396,2018-07-02 00:00:00.000,10.0,,LCD,10,2018,7,2,0
1729.0,도봉한신아파트 버스정류장,도봉구,서울특별시 도봉구 도봉로 891 파리바게트앞,37.68400955,127.04579163,2018-10-27 00:00:00.000,10.0,,LCD,10,2018,10,27,5
1730.0,도봉산역 교차로 앞,도봉구,서울특별시 도봉구 도봉산길 10 도봉산역 교차로 앞,37.68759155,127.04550171,2018-10-27 00:00:00.000,8.0,,LCD,8,2018,10,27,5
1731.0,도봉고등학교 맞은편,도봉구,서울특별시 도봉구 도봉동 282-16,37.6876297,127.04221344,2018-11-02 00:00:00.000,10.0,,LCD,10,2018,11,2,4
1732.0,방학역사거리,도봉구,서울특별시 도봉구 도봉로 707 우리은행 앞,37.66759872,127.04299927,2018-10-27 00:00:00.000,10.0,,LCD,10,2018,10,27,5
1733.0,방학사거리 (봄마당 앞),도봉구,서울특별시 도봉구 방학로 102 방학사거리 (봄마당 앞),37.66297913,127.04193878,2018-10-27 00:00:00.000,12.0,,LCD,12,2018,10,27,5
1734.0,쌍문현대1차아파트 108동 앞,도봉구,서울특별시 도봉구 해등로 218 쌍문현대1차아파트 108동 앞,37.65814972,127.03266907,2018-10-27 00:00:00.000,10.0,,LCD,10,2018,10,27,5
1735.0,"도봉역 1,2번 출구사이 건너편",도봉구,"서울특별시 도봉구 도봉로170길 2 도봉역 1,2번 출구사이 건너편",37.67911911,127.04498291,2018-10-27 00:00:00.000,13.0,,LCD,13,2018,10,27,5
1736.0,버스정류장 앞,도봉구,서울특별시 도봉구 도봉로 528 버스정류장 앞,37.65224075,127.0370636,2018-10-27 00:00:00.000,12.0,,LCD,12,2018,10,27,5
1737.0,신창시장,도봉구,서울특별시 도봉구 덕릉로 249 하나은행 (창동점),37.63970184,127.03883362,2018-10-27 00:00:00.000,10.0,,LCD,10,2018,10,27,5
1738.0,창동주공17단지 상가앞,도봉구,서울특별시 도봉구 덕릉로 404 창동주공17단지 상가앞,37.6463089,127.052742,2018-12-14 00:00:00.000,10.0,,LCD,10,2018,12,14,4
1741.0,제일강산수산입구,도봉구,서울특별시 도봉구 도봉로 444 제일강산수산입구,37.64519882,127.03298187,2018-10-27 00:00:00.000,20.0,,LCD,20,2018,10,27,5
1742.0,북한산 코오롱 하늘채,도봉구,서울특별시 도봉구 우이천로 367 북한산 코오롱 하늘채,37.64889145,127.02301788,2018-12-14 00:00:00.000,10.0,,LCD,10,2018,12,14,4
1743.0,창동19단지아파트 관리사무소앞,도봉구,서울특별시 도봉구 노해로70길 37 주공19단지아파트,37.65039062,127.05219269,2020-03-17 00:00:00.000,,10.0,QR,10,2020,3,17,1
1744.0,도봉소방서 옆,도봉구,서울특별시 도봉구 도봉로 678 홈플러스데스코㈜방학점,37.66480255,127.04302979,2020-03-21 00:00:00.000,,15.0,QR,15,2020,3,21,5
1749.0,ESA아파트 상가 앞,도봉구,서울특별시 도봉구 도봉로150길 43 ESA 아파트,37.66627121,127.04598999,2020-03-21 00:00:00.000,,10.0,QR,10,2020,3,21,5
1750.0,창포원 남쪽 입구,도봉구,서울특별시 도봉구 마들로 916 방문자센터,37.68826675,127.04889679,2020-03-23 00:00:00.000,,12.0,QR,12,2020,3,23,0
1751.0,창원초등학교 교차로,도봉구,서울특별시 도봉구 해등로12길 44 주공2단지아파트,37.6521225,127.04170227,2020-03-23 00:00:00.000,,15.0,QR,15,2020,3,23,0
1752.0,창동 주공 4단지 입구 옆,도봉구,서울특별시 도봉구 덕릉로 357 주공4단지아파트,37.64548111,127.04857635,2020-03-17 00:00:00.000,,6.0,QR,6,2020,3,17,1
1754.0,창동시장입구 사거리,도봉구,서울특별시 도봉구 도봉로 461 우림빌딩,37.64689636,127.03343201,2020-03-17 00:00:00.000,,11.0,QR,11,2020,3,17,1
1756.0,서울북부광역등기국,도봉구,서울특별시 도봉구 노해로 327,37.65148544,127.04431915,2020-03-17 00:00:00.000,,10.0,QR,10,2020,3,17,1
1757.0,솔밭공원역 1번출구 앞,도봉구,서울특별시 도봉구 삼양로 590,37.65568542,127.01338196,2020-03-25 00:00:00.000,,10.0,QR,10,2020,3,25,2
1758.0,솔밭공원역 1번출구 주변,도봉구,서울특별시 도봉구 삼양로 610 산수디앤씨,37.65727997,127.0137558,2020-03-25 00:00:00.000,,10.0,QR,10,2020,3,25,2
1759.0,서울북부지방법원 앞,도봉구,서울특별시 도봉구 마들로 749 서울북부지방법원,37.67721939,127.04863739,2020-03-18 00:00:00.000,,10.0,QR,10,2020,3,18,2
1761.0,방학중학교 앞,도봉구,서울특별시 도봉구 시루봉로 188 방학중학교,37.66562271,127.03108978,2020-03-21 00:00:00.000,,10.0,QR,10,2020,3,21,5
1762.0,북한산 한신휴플러스APT앞,도봉구,서울특별시 도봉구 도봉로136가길 73 북한산한신휴플러스아파트,37.65533829,127.04241943,2020-03-18 00:00:00.000,,25.0,QR,25,2020,3,18,2
1765.0,쌍문역 1번출구 주변,도봉구,서울특별시 도봉구 도봉로 496,37.64966965,127.03561401,2020-03-18 00:00:00.000,,13.0,QR,13,2020,3,18,2
1767.0,방학초등학교 앞,도봉구,서울특별시 도봉구 방학동 726-127,37.66250992,127.03327942,2020-03-21 00:00:00.000,,10.0,QR,10,2020,3,21,5
1768.0,신동아타워 버스정류소,도봉구,서울특별시 도봉구 방학로 217-1,37.66208267,127.02874756,2020-03-21 00:00:00.000,,8.0,QR,8,2020,3,21,5
1770.0,도봉한신아파트 주변,도봉구,서울특별시 도봉구 도봉동 646-1,37.68473816,127.0500412,2020-07-30 00:00:00.000,,15.0,QR,15,2020,7,30,3
1771.0,성원APT버스정류소,도봉구,서울특별시 도봉구 해등로 242-18 현대아파트,37.65796661,127.03009033,2020-03-18 00:00:00.000,,15.0,QR,15,2020,3,18,2
1772.0,시립도봉노인복지관 버스정류소,도봉구,서울특별시 도봉구 쌍문동 45-13,37.65805054,127.03575897,2020-03-23 00:00:00.000,,10.0,QR,10,2020,3,23,0
1774.0,정의여중고 버스정류소,도봉구,서울특별시 도봉구 쌍문동 83-2,37.65134811,127.034729,2020-03-17 00:00:00.000,,8.0,QR,8,2020,3,17,1
1775.0,신원리베르텔 앞,도봉구,서울특별시 도봉구 창동 339,37.65128708,127.04554749,2020-03-17 00:00:00.000,,15.0,QR,15,2020,3,17,1
4054.0,창동한신아파트 버스정류소,도봉구,서울특별시 도봉구 도봉로110길 25 맞은편,37.64601898,127.03527069,2021-03-02 00:00:00.000,,10.0,QR,10,2021,3,2,1
4058.0,다락원체육공원 전망대 입구,도봉구,서울특별시 도봉구 도봉구 도봉동 1-22,37.69101334,127.04916382,2021-03-02 00:00:00.000,,15.0,QR,15,2021,3,2,1
4062.0,평화도봉공원 주변,도봉구,서울특별시 도봉구 방학동 710,37.66252136,127.04270935,2021-03-02 00:00:00.000,,9.0,QR,9,2021,3,2,1
4064.0,신창아파트 입구 앞,도봉구,서울특별시 도봉구 도봉구 덕릉로62길 14,37.64051056,127.04082489,2021-03-02 00:00:00.000,,10.0,QR,10,2021,3,2,1
4065.0,창동역 1번출구 앞,도봉구,서울특별시 도봉구 도봉구 창동 1-12,37.65373611,127.04929352,2021-03-02 00:00:00.000,,15.0,QR,15,2021,3,2,1
4073.0,방아골종합사회복지관,도봉구,서울특별시 도봉구 방학동 606-5,37.66927338,127.03243256,2021-04-16 00:00:00.000,,10.0,QR,10,2021,4,16,4
4074.0,도봉구육아종합지원센터(창동),도봉구,서울특별시 도봉구 도봉구 우이천로4길 24-5,37.63342667,127.04116058,2021-03-03 00:00:00.000,,10.0,QR,10,2021,3,3,2
4076.0,도봉통합복지센터 뒤 중랑천 변,도봉구,서울특별시 도봉구 창동,37.65999603,127.05127716,2020-12-23 00:00:00.000,,10.0,QR,10,2020,12,23,2
4077.0,도봉제1교,도봉구,서울특별시 도봉구 도봉동 86-1,37.67984772,127.05038452,2021-04-29 00:00:00.000,,6.0,QR,6,2021,4,29,3
4078.0,원당공원 앞,도봉구,서울특별시 도봉구 도봉구 쌍문동 250-6,37.65854645,127.02767944,2021-06-16 00:00:00.000,,8.0,QR,8,2021,6,16,2
4080.0,창동주공19단지앞,도봉구,서울특별시 도봉구 도봉시 노해로 70길 19 1905동 앞 ( 도봉경찰서 건너편) 버스정류장 쯤에 희망합니다 (분명 설치예정팻말이 붙어있었는데 아직도 시행안됨),37.65250778,127.05227661,2021-10-27 00:00:00.000,,4.0,QR,4,2021,10,27,2
4083.0,도봉아이나라도서관 앞,도봉구,서울특별시 도봉구 창동 808-3,37.65898895,127.04973602,2021-12-15 00:00:00.000,,8.0,QR,8,2021,12,15,2
4084.0,도봉동실내스포츠센터,도봉구,서울특별시 도봉구 도봉구 마들로 805 (도봉동실내스포츠센터 앞),37.68125534,127.05047607,2022-02-11 00:00:00.000,,10.0,QR,10,2022,2,11,4
4086.0,도봉로 534,도봉구,서울특별시 도봉구 도봉로 534,37.6529541,127.03754425,2022-06-27 00:00:00.000,,10.0,QR,10,2022,6,27,0
4087.0,우이교 교차로,도봉구,서울특별시 도봉구 도봉로 420,37.6432457,127.03160095,2022-06-27 00:00:00.000,,10.0,QR,10,2022,6,27,0
4088.0,김근태도서관,도봉구,서울특별시 도봉구 도봉동 282-275,37.68750763,127.04263306,2022-06-27 00:00:00.000,,15.0,QR,15,2022,6,27,0
4089.0,동부센트레빌 앞,도봉구,서울특별시 도봉구 방학로 131-1 구두수선대,37.66299057,127.03864288,2022-08-05 00:00:00.000,,10.0,QR,10,2022,8,5,4
4090.0,녹천교 앞 사거리,도봉구,창동36(녹천교앞사거리 17단지쪽),37.64564514,127.05459595,2022-11-30 00:00:00.000,,15.0,QR,15,2022,11,30,2
4091.0,방학역2번출구,도봉구,방학동719-2,37.66922379,127.04441833,2022-11-29 00:00:00.000,,10.0,QR,10,2022,11,29,1
4092.0,도봉경찰서 교차로,도봉구,창동36,37.65265656,127.05309296,2022-12-01 00:00:00.000,,10.0,QR,10,2022,12,1,3
4094.0,도봉여성센터,도봉구,방학로12길 28(후문 마당),37.66334915,127.03045654,2023-01-02 00:00:00.000,,6.0,QR,6,2023,1,2,0
4095.0,방학브라운스톤아파트,도봉구,도봉로146길 36,37.66289139,127.04540253,2023-10-05 00:00:00.000,,8.0,QR,8,2023,10,5,3
1601.0,석계역 문화광장 내 자전거 보관소,노원구,서울특별시 노원구 화랑로 331,37.61518097,127.06464386,2021-06-17 00:00:00.000,,10.0,QR,10,2021,6,17,3
1602.0,광운대역 앞,노원구,서울특별시 노원구 석계로 98-2 노원구 월계동 412-1,37.62266159,127.06189728,2017-06-27 15:13:06.000,13.0,,LCD,13,2017,6,27,1
1605.0,헬스케어,노원구,서울특별시 노원구 월계로 378 노원구 월계동 321-4,37.63162231,127.06161499,2017-06-22 13:21:59.000,10.0,,LCD,10,2017,6,22,3
1606.0,태릉입구역 3번출구,노원구,서울특별시 노원구 동일로 지하 992-1 노원구 공릉동 616-4,37.61917114,127.07492828,2017-05-08 14:05:58.000,10.0,,LCD,10,2017,5,8,0
1608.0,공릉역 1번 출구 앞,노원구,서울특별시 노원구 동일로 지하 1074 노원구 공릉동 385-4,37.62661362,127.07275391,2017-05-26 10:09:36.000,10.0,,LCD,10,2017,5,26,4
1610.0,화랑대역 2번출구 앞,노원구,서울특별시 노원구 화랑로 지하 510 노원구 공릉동 280-12,37.62036896,127.08364105,2017-05-08 14:06:53.000,20.0,,LCD,20,2017,5,8,0
1611.0,과기대 입구(우),노원구,서울특별시 노원구 공릉로 232 노원구 공릉동 436-4,37.62994003,127.07655334,2017-05-08 14:07:35.000,20.0,,LCD,20,2017,5,8,0
1616.0,하계2동 공항버스정류장 옆,노원구,서울특별시 노원구 동일로 지하 1196 노원구 하계동 273-5,37.63510895,127.06832886,2017-05-08 14:08:14.000,10.0,,LCD,10,2017,5,8,0
1617.0,하계동 중평어린이공원 앞,노원구,서울특별시 노원구 섬밭로 241 하계동 271-1,37.63714981,127.06327057,2017-05-08 14:09:34.000,20.0,,LCD,20,2017,5,8,0
1619.0,중계동 하나프라자빌딩 앞(중1-1),노원구,서울특별시 노원구 한글비석로 235 노원구 중계동 391,37.64902115,127.07640839,2017-05-26 10:11:16.000,10.0,,LCD,10,2017,5,26,4
1620.0,중계동 노원구민체육센터 옆(중1-2),노원구,서울특별시 노원구 노원로22길 1 노원구 중계1동 360-18,37.64820862,127.07022095,2017-06-22 13:24:33.000,10.0,,LCD,10,2017,6,22,3
1625.0,상계역 3번출구,노원구,서울특별시 노원구 상계로 182 노원구 상계동 173-19,37.65999985,127.07296753,2017-06-27 15:13:56.000,20.0,,LCD,20,2017,6,27,1
1627.0,수락산역 4번출구,노원구,서울특별시 노원구 동일로 지하 1662 노원구 상계동 1263,37.67694092,127.05509949,2017-06-27 15:14:45.000,13.0,12.0,QR,25,2017,6,27,1
1628.0,노일초등학교 앞,노원구,서울특별시 노원구 동일로 1652 노원구 상계동 1118-9,37.67361832,127.05525208,2017-06-22 13:25:26.000,5.0,,LCD,5,2017,6,22,3
1630.0,수연빌딩 앞,노원구,서울특별시 노원구 동일로 지하 1662 노원구 상계동 1132-9,37.67625046,127.05550385,2017-06-21 00:00:00.000,10.0,10.0,QR,20,2017,6,21,2
1634.0,당고개공원 대여소,노원구,서울특별시 노원구 상계동 1355-2,37.66846085,127.07714844,2017-05-08 14:12:07.000,15.0,,LCD,15,2017,5,8,0
1635.0,상계3.4동 주민센터 대여소,노원구,서울특별시 노원구 덕릉로131길 8 노원구 상계동 37-7,37.67271042,127.0831604,2017-05-08 14:12:48.000,6.0,,LCD,6,2017,5,8,0
1636.0,상계주공2단지 버스정류장 옆,노원구,서울특별시 노원구 동일로 1351 노원구 상계동 747,37.64921188,127.06176758,2017-05-08 14:14:09.000,10.0,,LCD,10,2017,5,8,0
1637.0,KT 전화국 버스정류장 옆,노원구,서울특별시 노원구 노해로 489 노원구 상계동 719-1,37.65470123,127.06340027,2017-05-08 14:15:15.000,9.0,,LCD,9,2017,5,8,0
1639.0,희성오피앙,노원구,서울특별시 노원구 동일로 1701 노원구 상계동 1263,37.68031311,127.05506897,2017-05-08 14:32:09.000,10.0,,LCD,10,2017,5,8,0
1640.0,한내근린공원 북측,노원구,서울특별시 노원구 마들로 86 한내근린공원 북측,37.62386322,127.06848907,2017-08-30 12:59:22.000,10.0,9.0,QR,19,2017,8,30,2
